rule,period,direction,scenario,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,ALL,560,36,6.428571428571429,2,11.11111111111111,4.967621795994197,-0.0812675542441062,61.12675399425431,7.6408442492817885,0.47972015133792756,3.083915258600963,3.9762651235277846,-0.45841177368932673,-0.183789651624615,-0.23300642564936,-0.25146160366708,0.2668553719110229,13.88888888888889,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,strong_up_trend,102,7,6.862745098039215,2,14.285714285714286,7.9299874312795895,-0.09192497290441344,86.26586639873635,14.377644399789393,1.054062513407587,7.233762346914812,10.085026051000032,-0.16330152767538575,-0.155658961703902,-0.16330152767539,-0.16330152767539,-0.09192497290441344,14.285714285714285,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,strong_down_trend,148,11,7.4324324324324325,2,27.272727272727273,3.9801665842324003,-0.0676868873447525,58.8026239699877,22.050983988745386,1.0362731503581073,7.702030171580527,7.209157146636363,-0.20337859874226538,-0.113820598029165,-0.13859949466301,-0.13859949466301,0.56090575650245,27.27272727272727,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,range_chop,140,5,3.5714285714285716,2,0.0,,-0.101918200282578,,0.0,-0.101918200282578,-0.3639935724377786,-0.4547866984000052,-0.38771471072600594,-0.20634815536309997,-0.21455124763164,-0.21455124763164,-0.119263181661935,0.0,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,gap_up_open,82,4,4.878048780487805,2,0.0,,-0.10282258227435075,,0.0,-0.10282258227435075,-0.5015735720700036,-0.4195776327499914,-0.16066817375548492,-0.1572418938577225,-0.16066817375548,-0.16066817375548,-0.12910339227405332,0.0,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,gap_down_open,72,8,11.11111111111111,2,37.5,3.9801665842324003,-0.08481567536792814,46.92725214963559,28.156351289781355,1.439552671982195,15.995029688691055,9.931131167750003,-0.18023753600615589,-0.1613080842198645,-0.17353578628894,-0.17353578628894,0.8180677552775543,37.5,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,v_reversal_up,32,3,9.375,2,0.0,,-0.09413623868409332,,0.0,-0.09413623868409332,-0.8825272376633749,-0.4227207183333424,-0.1735357862889364,-0.162980145906445,-0.17353578628894,-0.17353578628894,-0.120757584376465,0.0,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,v_reversal_down,52,1,1.9230769230769231,2,0.0,,-0.11016090243427001,,0.0,-0.11016090243427001,-0.21184788929667311,-0.1945552900000109,-0.11016090243427534,-0.11016090243427001,-0.11016090243427001,-0.11016090243427001,,0.0,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,late_day_spike,146,12,8.219178082191782,2,33.333333333333336,4.967621795994197,-0.10614144146981876,46.80190627905442,23.40095313952721,1.5851129710181866,13.028325789190577,12.449280582666686,-0.25146160366708026,-0.2029735618716505,-0.25146160366708,-0.25146160366708,1.0083062019035136,33.33333333333333,0.0
posthoc_peak,fit28,BOTH_COUNTERFACTUAL,high_vol,150,11,7.333333333333333,2,36.36363636363637,4.967621795994197,-0.07320163815328866,67.86216704046564,38.77838116598036,1.75982506517307,12.90538381126918,13.800497989000018,-0.16330152767538575,-0.123024654987365,-0.16330152767539,-0.16330152767539,1.142808828562418,36.36363636363637,0.0
