variant,period,additional_latency,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct,trading_dates,symbols_traded,max_win_pct,p90_win_pct,top1_winners_share_pct,top5_winners_share_pct,mean_without_best3_pct,mean_hold_minutes,mtm_mdd_pct_at_2bps
posthoc_peak,fit28,0,560,36,6.428571428571429,0,13.88888888888889,3.990442056374124,-0.06329951076468865,63.04064609927719,10.167846145044708,0.49972015133792425,3.2124866871723703,3.9762651235277846,-0.3985832854069393,-0.16378965162462075,-0.2130064256493649,-0.23146160366708285,0.28685537191101934,13.88888888888889,0.0,16.0,9.0,7.929987431279593,7.287975328570123,39.908369421733084,100.0,-0.02466618542786471,46.611111111111114,-2.2323579752588363
posthoc_peak,fit28,0,560,36,6.428571428571429,2,11.11111111111111,4.967621795994203,-0.0812675542441107,61.126753994251004,7.6408442492813755,0.4797201513379243,3.0839152586009417,3.9762651235277846,-0.45841177368934893,-0.18378965162462074,-0.2330064256493649,-0.25146160366708287,0.2668553719110193,13.88888888888889,0.0,16.0,9.0,7.929987431279593,7.287975328570123,39.908369421733084,100.0,-0.02466618542786471,46.611111111111114,-2.2323579752588363
posthoc_peak,fit28,0,560,36,6.428571428571429,5,11.11111111111111,4.937621795994203,-0.11126755424411071,44.376115117633645,5.547014389704206,0.4497201513379242,2.8910581157437982,3.9762651235277846,-0.5481095764718558,-0.21378965162462074,-0.2630064256493649,-0.28146160366708284,0.23685537191101935,13.88888888888889,0.0,16.0,9.0,7.929987431279593,7.287975328570123,39.908369421733084,100.0,-0.02466618542786471,46.611111111111114,-2.2323579752588363
posthoc_peak,fit28,0,560,36,6.428571428571429,10,11.11111111111111,4.887621795994203,-0.16126755424411068,30.307533458316172,3.7884416822895215,0.39972015133792416,2.5696295443152266,3.9762651235277846,-0.6974861420663836,-0.2637896516246208,-0.3130064256493649,-0.3314616036670828,0.18685537191101936,13.88888888888889,0.0,16.0,9.0,7.929987431279593,7.287975328570123,39.908369421733084,100.0,-0.02466618542786471,46.611111111111114,-2.2323579752588363
posthoc_peak,fit28,0,560,36,6.428571428571429,20,11.11111111111111,4.787621795994203,-0.2612675542441107,18.324593766897568,2.290574220862196,0.2997201513379242,1.926772401458084,3.9762651235277846,-0.9957903968443649,-0.3637896516246208,-0.41300642564936485,-0.4314616036670828,0.08685537191101933,13.88888888888889,0.0,16.0,9.0,7.929987431279593,7.287975328570123,39.908369421733084,100.0,-0.02466618542786471,46.611111111111114,-2.2323579752588363
posthoc_peak,validation28,0,560,58,10.357142857142858,0,12.068965517241379,0.6277650379858357,-0.07952574069827645,7.893859679567136,1.105140355139399,0.007208072948052189,0.07465504124768339,-0.10825232775863616,-0.9723225653976653,-0.22861812029316628,-0.2974874833147033,-0.3878838125129604,-0.028722071861121995,10.344827586206897,0.0,25.0,10.0,2.0352263270709816,1.5530653822085596,47.5686400989423,100.0,-0.07554630018988272,40.741379310344826,-1.9179637928624982
posthoc_peak,validation28,0,560,58,10.357142857142858,2,8.620689655172415,0.8557008663008782,-0.09472520944372385,9.033507250350807,0.8522176651274347,-0.012791927051947804,-0.1324878158951737,-0.10825232775863616,-1.0517146136177713,-0.2486181202931663,-0.31748748331470333,-0.4078838125129604,-0.048722071861122006,10.344827586206897,0.0,25.0,10.0,2.0352263270709816,1.5530653822085596,47.5686400989423,100.0,-0.07554630018988272,40.741379310344826,-1.9179637928624982
posthoc_peak,validation28,0,560,58,10.357142857142858,5,8.620689655172415,0.8257008663008782,-0.12472520944372385,6.6201601904179235,0.6245434141903702,-0.04279192705194781,-0.44320210160945944,-0.10825232775863616,-1.17071316640307,-0.2786181202931663,-0.34748748331470336,-0.4378838125129604,-0.07872207186112201,10.344827586206897,0.0,25.0,10.0,2.0352263270709816,1.5530653822085596,47.5686400989423,100.0,-0.07554630018988272,40.741379310344826,-1.9179637928624982
posthoc_peak,validation28,0,560,58,10.357142857142858,10,8.620689655172415,0.7757008663008782,-0.17472520944372383,4.439547497298717,0.4188252355942185,-0.09279192705194779,-0.9610592444666022,-0.10825232775863616,-1.368805528467465,-0.3286181202931663,-0.3974874833147034,-0.4878838125129604,-0.128722071861122,10.344827586206897,0.0,25.0,10.0,2.0352263270709816,1.5530653822085596,47.5686400989423,100.0,-0.07554630018988272,40.741379310344826,-1.9179637928624982
posthoc_peak,validation28,0,560,58,10.357142857142858,20,8.620689655172415,0.6757008663008783,-0.27472520944372386,2.459551737785798,0.23203318280998095,-0.1927919270519478,-1.9967735301808882,-0.10825232775863616,-1.7640967317960832,-0.42861812029316637,-0.4974874833147034,-0.5878838125129604,-0.22872207186112203,10.344827586206897,0.0,25.0,10.0,2.0352263270709816,1.5530653822085596,47.5686400989423,100.0,-0.07554630018988272,40.741379310344826,-1.9179637928624982
posthoc_peak,development56,0,1120,94,8.392857142857142,0,12.76595744680851,2.0288804623142886,-0.07331570208171817,27.67320512122881,4.099734092033898,0.19582971999098192,1.6435708642100266,1.4560309514574399,-0.9833095485601073,-0.20543291354272858,-0.2699131550549004,-0.3878838125129604,0.11245168008465274,11.702127659574469,0.0,41.0,10.0,7.929987431279593,6.217955157387671,32.837758157295774,90.71067624917045,-0.017097976792664924,42.98936170212766,-2.2323579752588363
