rule,period,direction,scenario,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
selected_1m,fit28,BOTH_COUNTERFACTUAL,ALL,560,62,11.071428571428571,2,6.451612903225806,4.107113549247732,-0.09502085116952033,43.22328729639041,2.980916365268304,0.17608459401868948,1.9495080052069191,2.0493436927258077,-0.8370278035425116,-0.22057969720885384,-0.29857601232091086,-0.45600526302210925,0.048971432752117294,8.064516129032258,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,strong_up_trend,102,10,9.803921568627452,2,10.0,7.929987431279593,-0.0837254239179162,94.71421057305243,10.523801174783603,0.7176458616018349,7.035743741194459,6.916037369200017,-0.21360380606195717,-0.179503931830775,-0.21360380606195933,-0.21360380606195933,-0.08372542391791618,10.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,strong_down_trend,148,18,12.162162162162161,2,16.666666666666668,2.8328222552371107,-0.11421301224983472,24.802972966341756,4.960594593268351,0.3769595323313229,4.5846429607863595,3.8491385278333277,-0.49751095939074563,-0.25616322587771717,-0.45600526302210925,-0.45600526302210925,0.05854849959112487,16.666666666666664,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,range_chop,140,9,6.428571428571429,2,0.0,,-0.08837702083506649,,0.0,-0.08837702083506649,-0.5681379910825702,-0.3348187372222229,-0.2862023300386318,-0.19686807649207838,-0.21455124763164693,-0.21455124763164693,-0.0964292361418787,0.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,gap_up_open,82,7,8.536585365853659,2,0.0,,-0.1238635837241503,,0.0,-0.1238635837241503,-1.0573720561817708,-0.4164961622857147,-0.24093344368981695,-0.21975640651768694,-0.24093344368981323,-0.24093344368981323,-0.1405108222989682,0.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,gap_down_open,72,10,13.88888888888889,2,20.0,3.701607545764221,-0.14327933794209988,25.834901242076263,6.458725310519066,0.6256980387991644,8.690250538877283,6.19847227489999,-0.49751095939074563,-0.3502065374750782,-0.45600526302210925,-0.45600526302210925,0.05189258878632824,20.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,v_reversal_up,32,7,21.875,2,0.0,,-0.09002111704084186,,0.0,-0.09002111704084186,-1.9692119352684154,-0.28973724214284047,-0.2111672076560378,-0.16466014494256465,-0.1703433197827256,-0.1703433197827256,-0.098209045331089,0.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,v_reversal_down,52,3,5.769230769230769,2,0.0,,-0.11638477919857777,,0.0,-0.11638477919857777,-0.671450649222564,-0.32089257866667253,-0.19010283421119212,-0.18210864103349586,-0.19010283421118734,-0.19010283421118734,-0.15013186832273,0.0,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,late_day_spike,146,21,14.383561643835616,2,14.285714285714286,5.111067507602679,-0.11606805268829003,44.035093113251904,7.339182185541984,0.6306655987818484,9.071217516725216,6.196221251,-0.48948161766856346,-0.22089698402870686,-0.24868267128586052,-0.27646835854301416,0.2656995071569611,14.285714285714285,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,high_vol,150,14,9.333333333333334,2,21.428571428571427,5.111067507602679,-0.08405170751251752,60.80861006710074,16.584166381936566,1.0291881242978818,9.60575582678023,9.69157590814286,-0.2269196308610888,-0.16875410578393568,-0.22089698402870686,-0.22089698402870686,0.4983574083762116,21.428571428571427,0.0
selected_1m,fit28,BOTH_COUNTERFACTUAL,low_vol,50,6,12.0,2,0.0,,-0.08462568788039243,,0.0,-0.08462568788039243,-1.015508254564709,-0.28910034199999757,-0.21455124763164468,-0.19166625662623504,-0.21455124763164693,-0.21455124763164693,-0.09675896578035718,0.0,0.0
selected_1m,fit28,LONG,ALL,280,33,11.785714285714286,2,3.0303030303030303,7.929987431279593,-0.08079899139741431,98.1446339135041,3.067019809797003,0.16195211232007078,1.9087213237722624,1.8860274043636387,-0.48948161766856346,-0.22453566111310092,-0.2587009011164137,-0.27646835854301416,-0.08079899139741431,3.0303030303030303,0.0
selected_1m,fit28,LONG,strong_up_trend,51,10,19.607843137254903,2,10.0,7.929987431279593,-0.0837254239179162,94.71421057305243,10.523801174783603,0.7176458616018349,14.071487482388918,6.916037369200017,-0.21360380606195717,-0.179503931830775,-0.21360380606195933,-0.21360380606195933,-0.08372542391791618,10.0,0.0
selected_1m,fit28,LONG,strong_down_trend,74,3,4.054054054054054,2,0.0,,-0.11200801141976033,,0.0,-0.11200801141976033,-0.4540865327828122,-0.2445950856666741,-0.1406771713444388,-0.1384171280878535,-0.14067717134444352,-0.14067717134444352,-0.12937695506149338,0.0,0.0
selected_1m,fit28,LONG,range_chop,70,5,7.142857142857143,2,0.0,,-0.059559986313699596,,0.0,-0.059559986313699596,-0.4254284736692828,-0.20867469260000462,-0.09355868837371828,-0.09217513981685851,-0.09355868837372006,-0.09355868837372006,-0.06846015829698232,0.0,0.0
selected_1m,fit28,LONG,gap_up_open,41,6,14.634146341463415,2,0.0,,-0.11611696104772108,,0.0,-0.11611696104772108,-1.6992726006983572,-0.4125621893333384,-0.24093344368981695,-0.2158693756034708,-0.24093344368981323,-0.24093344368981323,-0.13454432280221668,0.0,0.0
selected_1m,fit28,LONG,gap_down_open,36,1,2.7777777777777777,2,0.0,,-0.024902441415820625,,0.0,-0.024902441415820625,-0.06917344837727951,-0.01999999999998181,-0.024902441415819432,-0.024902441415820625,-0.024902441415820625,-0.024902441415820625,,0.0,0.0
selected_1m,fit28,LONG,v_reversal_up,16,3,18.75,2,0.0,,-0.0652354691071946,,0.0,-0.0652354691071946,-1.2231650457598988,-0.23949053166664194,-0.06810930427534334,-0.06809631209420629,-0.0681093042753411,-0.0681093042753411,-0.06804434336966704,0.0,0.0
selected_1m,fit28,LONG,v_reversal_down,26,2,7.6923076923076925,2,0.0,,-0.07952575169227298,,0.0,-0.07952575169227298,-0.611736551479023,-0.14223886800000685,-0.11016090243427534,-0.10709738736007267,-0.11016090243427264,-0.11016090243427264,-0.11016090243427264,0.0,0.0
selected_1m,fit28,LONG,late_day_spike,73,12,16.438356164383563,2,8.333333333333334,7.929987431279593,-0.11656035403545166,68.0333162755125,6.1848469341375,0.5539852947408022,9.106607584780308,5.53932732450001,-0.48948161766856346,-0.24189285467843402,-0.27646835854301416,-0.27646835854301416,-0.11656035403545169,8.333333333333332,0.0
selected_1m,fit28,LONG,high_vol,75,7,9.333333333333334,2,14.285714285714286,7.929987431279593,-0.07957718786819308,99.65151626637464,16.60858604439577,1.0646463291529193,9.936699072093912,10.149355832857168,-0.2269196308610888,-0.1243832061063211,-0.14067717134444352,-0.14067717134444352,-0.07957718786819308,14.285714285714285,0.0
selected_1m,fit28,LONG,low_vol,25,4,16.0,2,0.0,,-0.04254789901017708,,0.0,-0.04254789901017708,-0.6807663841628333,-0.0848840722499915,-0.1169666061774488,-0.06522649877658095,-0.0681093042753411,-0.0681093042753411,-0.04874409922004656,0.0,0.0
selected_1m,fit28,SHORT,ALL,280,29,10.357142857142858,2,10.344827586206897,2.8328222552371107,-0.11252467858134313,25.175119724419275,2.9048215066637626,0.19216638353780732,1.9902946866415756,2.235186365689655,-0.8370278035425116,-0.21835868946988288,-0.33845112352540807,-0.45600526302210925,-0.007754355939938456,13.793103448275861,0.0
selected_1m,fit28,SHORT,strong_up_trend,51,0,0.0,2,,,,,,,0.0,,0.0,,,,,,0.0
selected_1m,fit28,SHORT,strong_down_trend,74,15,20.27027027027027,2,20.0,2.8328222552371107,-0.11476426245735334,24.683836192384312,6.170959048096078,0.47475304108153954,9.62337245435553,4.667885250533328,-0.49751095939074563,-0.29142946772672756,-0.45600526302210925,-0.45600526302210925,0.09509632337917169,20.0,0.0
selected_1m,fit28,SHORT,range_chop,70,4,5.714285714285714,2,0.0,,-0.12439831398677507,,0.0,-0.12439831398677507,-0.7108475084958576,-0.49249879299999577,-0.2862023300386318,-0.20792005845430872,-0.21455124763164693,-0.21455124763164693,-0.15223323621591378,0.0,0.0
selected_1m,fit28,SHORT,gap_up_open,41,1,2.4390243902439024,2,0.0,,-0.1703433197827256,,0.0,-0.1703433197827256,-0.41547151166518437,-0.4400999999999726,-0.17034331978272865,-0.1703433197827256,-0.1703433197827256,-0.1703433197827256,,0.0,0.0
selected_1m,fit28,SHORT,gap_down_open,36,9,25.0,2,22.22222222222222,3.701607545764221,-0.16019032316013979,23.107560261700588,6.6021600747715965,0.6979869810452738,17.449674526131847,6.889413638777764,-0.49751095939074563,-0.3619619514247483,-0.45600526302210925,-0.45600526302210925,0.061491967561596854,22.22222222222222,0.0
selected_1m,fit28,SHORT,v_reversal_up,16,4,25.0,2,0.0,,-0.1086103529910773,,0.0,-0.1086103529910773,-2.7152588247769325,-0.3274222749999893,-0.2111672076560378,-0.16750173236264512,-0.1703433197827256,-0.1703433197827256,-0.13118262155498342,0.0,0.0
selected_1m,fit28,SHORT,v_reversal_down,26,1,3.8461538461538463,2,0.0,,-0.19010283421118734,,0.0,-0.19010283421118734,-0.7311647469661052,-0.6782000000000039,-0.19010283421119212,-0.19010283421118734,-0.19010283421118734,-0.19010283421118734,,0.0,0.0
selected_1m,fit28,SHORT,late_day_spike,73,9,12.32876712328767,2,22.22222222222222,3.701607545764221,-0.11529443628560743,32.105691003116554,9.173054572319016,0.73290600416991,9.035827448670124,7.072079819666653,-0.22089698402870672,-0.20857932410169905,-0.22089698402870686,-0.22089698402870686,0.10077586857681269,22.22222222222222,0.0
selected_1m,fit28,SHORT,high_vol,75,7,9.333333333333334,2,28.571428571428573,3.701607545764221,-0.08942113108570682,41.395221697837485,16.558088679134997,0.9937299194428441,9.274812581466545,9.233795983428552,-0.22089698402870672,-0.1788172232574767,-0.22089698402870686,-0.22089698402870686,0.19436039119753654,28.57142857142857,0.0
