variant,id,period,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
selected,f634ff0af0eb,fit28,560,62,11.071428571428571,2,6.451612903225806,4.107113549247732,-0.09502085116952033,43.22328729639041,2.980916365268304,0.17608459401868948,1.9495080052069191,2.0493436927258077,-0.8370278035425116,-0.22057969720885384,-0.29857601232091086,-0.45600526302210925,0.048971432752117294,8.064516129032258,0.0
selected,f634ff0af0eb,fit28,560,62,11.071428571428571,5,6.451612903225806,4.0771135492477315,-0.12502085116952033,32.61146849591854,2.2490667928219676,0.1460845940186895,1.6173651480640623,2.0493436927258077,-0.9562200636503038,-0.2505796972088538,-0.32857601232091094,-0.4860052630221092,0.018971432752117285,8.064516129032258,0.0
selected,f634ff0af0eb,validation28,560,103,18.392857142857142,2,12.62135922330097,1.4388327196346893,-0.14062211367932945,10.231909349021459,1.477942461525322,0.058726554603022466,1.0801491293055916,0.5389066660388324,-1.5768527196855286,-0.38420867646985124,-0.47594162546596924,-0.6087414519270011,-0.023501128599931555,11.650485436893204,0.0
selected,f634ff0af0eb,validation28,560,103,18.392857142857142,5,12.62135922330097,1.4088327196346895,-0.17062211367932947,8.257034737492921,1.192682795415644,0.028726554603022453,0.5283634150198773,0.5389066660388324,-1.7543508754484405,-0.41420867646985127,-0.5059416254659692,-0.6387414519270012,-0.053501128599931565,11.650485436893204,0.0
selected,f634ff0af0eb,development56,1120,165,14.732142857142858,2,10.303030303030303,2.0666635030730522,-0.12275134864170154,16.836177573131426,1.9338852617786095,0.10282472698951552,1.5148285672562556,1.106464821521211,-1.607457260523748,-0.3578778029661919,-0.44989193992784127,-0.6087414519270011,0.019915002656906617,10.303030303030303,0.0
selected,f634ff0af0eb,development56,1120,165,14.732142857142858,5,10.303030303030303,2.036663503073053,-0.15275134864170153,13.333194902588492,1.5315156307027322,0.07282472698951552,1.0728642815419696,1.106464821521211,-1.8143739182192142,-0.3878778029661919,-0.4798919399278413,-0.6387414519270012,-0.010084997343093384,10.303030303030303,0.0
selected,f634ff0af0eb,stress27,540,89,16.48148148148148,2,10.112359550561798,1.0268772759338798,-0.08630640810664308,11.898042085878904,1.3385297346613767,0.026262728481724378,0.4328486731247166,-0.025923931617978853,-0.9116552488847907,-0.1799157728403339,-0.2303568686430293,-0.2856913892325098,-0.015986324256220614,10.112359550561797,0.0
selected,f634ff0af0eb,stress27,540,89,16.48148148148148,5,10.112359550561798,0.9968772759338795,-0.1163064081066431,8.571129417218591,0.9642520594370917,-0.003737271518275632,-0.06159577131972801,-0.025923931617978853,-1.0901526257262706,-0.2099157728403339,-0.2603568686430293,-0.3156913892325098,-0.045986324256220616,10.112359550561797,0.0
selected,f634ff0af0eb,all83,1660,254,15.301204819277109,2,10.236220472440944,1.706737501371031,-0.1099636502083477,15.520924397628509,1.7699299751681634,0.07599788499269108,1.162859204105032,0.709682935578739,-2.4226534026315694,-0.29908251259338203,-0.41139773838384613,-0.6087414519270011,0.0003799745327201896,10.236220472440944,0.0
selected,f634ff0af0eb,all83,1660,254,15.301204819277109,5,10.236220472440944,1.676737501371031,-0.13996365020834772,11.979806891825598,1.3661183297695858,0.04599788499269105,0.7038230595267185,0.709682935578739,-2.7740693793072646,-0.329082512593382,-0.44139773838384616,-0.6387414519270012,-0.029620025467279813,10.236220472440944,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,fit28,560,118,21.071428571428573,2,5.932203389830509,2.010553971833781,-0.12164539330635085,16.527991049939857,1.042305741888099,0.004841009710436615,0.10200699032705725,0.37064327435592687,-2.00890049910305,-0.37313765761337386,-0.5230805349892581,-0.622838409134734,-0.07273083235162035,8.47457627118644,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,fit28,560,118,21.071428571428573,5,5.932203389830509,1.9805539718337806,-0.1516453933063509,13.060429523452164,0.8236306906681545,-0.025158990289563404,-0.5301358668158004,0.37064327435592687,-2.244428834912837,-0.40313765761337383,-0.553080534989258,-0.6528384091347339,-0.10273083235162037,8.47457627118644,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,validation28,560,158,28.214285714285715,2,9.49367088607595,1.4851253771074153,-0.14276729620245934,10.402419998214075,1.0911629368756022,0.011779476580123708,0.33234951779634747,0.24003999362658188,-1.7292841240554302,-0.41572758206551247,-0.5202112980125694,-0.6325748991490102,-0.04383443398306952,8.860759493670885,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,validation28,560,158,28.214285714285715,5,9.49367088607595,1.4551253771074153,-0.17276729620245931,8.422458469236041,0.8834746646051791,-0.0182205234198763,-0.5140790536322242,0.24003999362658188,-1.8771165451120564,-0.4457275820655125,-0.5502112980125694,-0.6625748991490102,-0.07383443398306952,8.860759493670885,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,development56,1120,276,24.642857142857142,2,7.971014492753623,1.652307202702168,-0.13353685832266388,12.373416773889597,1.0717132638802014,0.008813030599605315,0.2171782540617024,0.29587762814130186,-3.1361797702444405,-0.41437253352822057,-0.5214409710025789,-0.6325748991490102,-0.044189648034303634,8.695652173913043,0.0
drop_vote_keep_quorum_rvol,7d1b2a7bc070,development56,1120,276,24.642857142857142,5,7.971014492753623,1.6223072027021679,-0.1635368583226639,9.920131885506198,0.859224021579277,-0.021186969400394686,-0.5221074602240119,0.29587762814130186,-3.4562764807652635,-0.44437253352822054,-0.5514409710025788,-0.6625748991490102,-0.07418964803430364,8.695652173913043,0.0
