rule,period,direction,scenario,jobs,trades,trade_rate_pct,cost_bps,win_rate_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,mean_trade_pct,mean_job_bps,mean_gross_points,worst_stream_mdd_pct,p05_pct,cvar05_pct,worst_trade_pct,trim_top1_mean_pct,held_until_flatten_pct,unclosed_after_day_pct
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,ALL,560,23,4.107142857142857,2,8.695652173913043,6.052172559197788,-0.12740964543962205,47.50168276754088,4.5239697873848455,0.40994532887667445,1.6837040293149128,3.4753125522608594,-0.5490381233021258,-0.2817966626874349,-0.39687487685588707,-0.5091555880775909,0.07674420422083908,8.695652173913043,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,strong_up_trend,102,5,4.901960784313726,2,20.0,7.740370071305053,-0.0806419095277837,95.98445915567326,23.996114788918316,1.4835604866387835,7.272355326660704,13.960089312799994,-0.11123790267523193,-0.10836902270025374,-0.11123790267522779,-0.11123790267522779,-0.0806419095277837,20.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,strong_down_trend,148,4,2.7027027027027026,2,25.0,4.3639750470905225,-0.15950028358127757,27.36029647788522,9.12009882596174,0.9713685490866726,2.625320402936953,5.117199150249995,-0.2845941656341777,-0.2626899479981536,-0.28459416563418327,-0.28459416563418327,-0.15950028358127757,25.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,range_chop,140,3,2.142857142857143,2,0.0,,-0.21390524193669455,,0.0,-0.21390524193669455,-0.45836837557863114,-1.2371441230000262,-0.5091555880775922,-0.46899951870741885,-0.5091555880775909,-0.5091555880775909,-0.30837524122673077,0.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,gap_up_open,82,4,4.878048780487805,2,0.0,,-0.10187033000532238,,0.0,-0.10187033000532238,-0.496928439050353,-0.35462862600002154,-0.1867405411706491,-0.14407100721927138,-0.1495382138820031,-0.1495382138820031,-0.12340775924055507,0.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,gap_down_open,72,4,5.555555555555555,2,25.0,4.3639750470905225,-0.07295730948875725,59.81546026944721,19.9384867564824,1.0362757796560629,5.757087664755904,5.255381283999995,-0.13856604806065098,-0.126082236408904,-0.13856604806065229,-0.13856604806065229,-0.07295730948875725,25.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,v_reversal_up,32,1,3.125,2,0.0,,-0.08557608923768166,,0.0,-0.08557608923768166,-0.2674252788677552,-0.20382421099998282,-0.08557608923768223,-0.08557608923768166,-0.08557608923768166,-0.08557608923768166,,0.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,v_reversal_down,52,2,3.8461538461538463,2,0.0,,-0.06628006886624638,,0.0,-0.06628006886624638,-0.25492334179325526,-0.32463521700000797,-0.1075948943758731,-0.10346341182490813,-0.10759489437587055,-0.10759489437587055,-0.10759489437587055,0.0,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,late_day_spike,146,11,7.534246575342466,2,18.181818181818183,6.052172559197788,-0.15442710464899392,39.19112886921057,8.70913974871346,0.9740455615049662,7.338699435996322,7.714619661727268,-0.5091555880775922,-0.38288736212214525,-0.5091555880775909,-0.5091555880775909,0.2974131105249577,18.181818181818183,0.0
highest_observed_5m,fit28,BOTH_COUNTERFACTUAL,high_vol,150,7,4.666666666666667,2,28.571428571428573,6.052172559197788,-0.09225607160139927,65.60188889623166,26.240755558492666,1.663294965769797,7.762043173592386,13.015270482142853,-0.13856604806065098,-0.13036760444502493,-0.13856604806065229,-0.13856604806065229,0.6504491148472544,28.57142857142857,0.0
