time,open,high,low,close,volume,turnover
1718962200,540.00,540.04,539.93,539.99,13465,7270965.35
1718963100,539.99,540.56,539.90,540.47,17344,9369749.12
1718964000,540.47,541.01,540.39,540.92,16186,8751729.73
1718964900,540.92,541.53,540.83,541.41,21745,11767796.01
1718965800,541.41,541.99,541.34,541.92,30334,16430866.11
1718966700,541.92,542.64,541.85,542.52,37703,20443791.95
1718967600,542.52,543.05,542.45,542.95,25005,13571276.21
1718968500,542.95,543.37,542.87,543.34,23842,12949365.07
1718969400,543.34,543.92,543.30,543.87,22407,12180613.25
1718970300,543.87,544.48,543.76,544.44,9997,5439742.59
1718971200,544.44,544.90,544.33,544.85,18135,9876865.05
1718972100,544.85,545.39,544.78,545.35,22101,12047089.34
1718973000,545.35,545.94,545.27,545.88,24682,13466746.02
1718973900,545.88,546.41,545.79,546.37,36834,20115507.82
1718974800,546.37,546.97,546.25,546.86,25455,13914021.19
1718975700,546.86,547.44,546.75,547.33,8246,4511345.37
1718976600,547.33,547.74,547.28,547.71,28200,15439923.00
1718977500,547.71,548.36,547.64,548.30,15650,8576239.12
1718978400,548.30,548.78,548.24,548.74,13762,7548663.43
1718979300,548.74,549.34,548.62,549.27,33566,18427482.25
1718980200,549.27,549.78,549.22,549.75,9446,5190624.23
1718981100,549.75,550.27,549.70,550.21,37372,20553945.99
1718982000,550.21,550.77,550.17,550.69,13591,7481301.86
1718982900,550.69,551.25,550.62,551.20,14695,8096063.30
1718983800,551.20,551.73,551.12,551.63,31552,17398403.84
1718984700,551.63,552.14,551.58,552.09,23549,12995751.14
