time,open,high,low,close,volume,turnover
1718962200,540.00,540.04,539.88,539.98,25909,13990212.28
1718963100,539.98,540.09,539.93,540.00,27484,14841360.00
1718964000,540.00,540.11,539.90,540.00,9939,5367084.85
1718964900,540.00,540.14,539.96,540.06,32808,17717632.32
1718965800,540.06,540.14,539.88,539.99,29850,16119522.37
1718966700,539.99,540.03,539.93,539.99,25698,13876534.53
1718967600,539.99,540.05,539.95,539.99,39401,21276343.00
1718968500,539.99,540.09,539.94,540.03,39575,21370994.69
1718969400,540.03,540.12,539.87,539.98,12318,6651720.00
1718970300,539.98,540.05,539.95,539.99,19262,10401335.54
1718971200,539.99,540.08,539.94,540.02,37744,20382043.08
1718972100,540.02,540.12,539.92,540.01,34741,18760747.97
1718973000,540.01,540.11,539.91,540.00,26767,14454380.75
1718973900,540.00,540.08,539.90,539.94,16589,8957728.22
1718974800,539.94,540.09,539.89,540.01,32544,17573190.48
1718975700,540.01,540.10,539.89,540.00,34276,18509040.00
1718976600,540.00,540.07,539.93,540.00,38599,20843460.00
1718977500,540.00,540.08,539.90,540.02,15386,8308440.00
1718978400,540.02,540.13,539.94,540.00,26616,14373238.86
1718979300,540.00,540.04,539.91,539.98,34945,18869688.46
1718980200,539.98,540.03,539.92,539.98,13353,7210319.56
1718981100,539.98,540.06,539.86,540.00,24415,13183489.62
1718982000,540.00,543.84,539.89,543.78,20672,11201691.68
1718982900,543.78,547.66,543.67,547.56,24162,13184418.13
1718983800,547.56,551.46,547.48,551.34,29247,16070056.62
1718984700,551.34,555.23,551.22,555.12,29532,16337914.53
