time,open,high,low,close,volume,turnover
1718962200,540.00,540.04,539.92,540.00,34400,18575656.00
1718963100,540.00,540.12,539.55,539.59,12616,6810306.04
1718964000,539.59,539.65,538.97,539.07,14738,7948498.16
1718964900,539.07,539.17,538.48,538.55,10838,5839704.07
1718965800,538.55,538.62,538.03,538.09,15264,8216954.64
1718966700,538.09,538.19,537.54,537.59,31704,17052075.66
1718967600,537.59,537.64,536.98,537.07,32866,17659559.12
1718968500,537.07,537.12,536.61,536.67,28668,15390917.49
1718969400,536.67,536.78,535.99,536.05,32180,17260467.05
1718970300,536.05,536.09,535.63,535.67,33607,18008647.02
1718971200,535.67,535.77,535.14,535.26,29362,15722176.52
1718972100,535.26,535.35,534.48,534.58,39381,21065586.07
1718973000,534.58,534.67,534.04,534.12,16389,8757503.12
1718973900,534.12,534.16,533.61,533.70,29445,15720611.89
1718974800,533.70,533.75,533.16,533.23,16355,8724738.30
1718975700,533.23,533.30,532.64,532.70,19949,10632168.66
1718976600,532.70,532.74,532.13,532.18,16821,8956131.19
1718977500,532.18,532.29,531.81,531.85,9271,4932473.31
1718978400,531.85,531.96,531.27,531.31,17504,9305082.64
1718979300,531.31,531.41,530.63,530.70,18879,10024984.99
1718980200,530.70,530.81,530.21,530.25,33144,17582643.42
1718981100,530.25,530.34,529.72,529.78,38889,20612045.00
1718982000,529.78,529.83,529.19,529.25,10657,5643014.71
1718982900,529.25,529.33,528.83,528.86,27310,14448833.43
1718983800,528.86,528.93,528.27,528.32,17579,9292171.51
1718984700,528.32,528.36,527.81,527.89,23493,12406535.84
