time,open,high,low,close,volume,turnover
1718962200,540.00,540.11,539.89,539.99,11920,6436770.20
1718963100,539.99,540.12,539.94,540.01,32146,17359322.19
1718964000,540.01,540.10,539.94,540.03,37945,20491058.90
1718964900,540.03,540.11,539.94,540.00,38321,20694106.42
1718965800,540.00,540.05,539.93,539.98,26057,14070519.43
1718966700,539.98,540.11,539.90,539.99,14554,7859087.23
1718967600,539.99,540.10,539.94,539.97,28544,15413760.00
1718968500,539.97,540.06,539.89,540.02,32834,17729867.49
1718969400,540.02,540.08,539.89,539.99,19021,10271244.89
1718970300,539.99,540.12,539.87,540.04,21191,11443245.96
1718971200,540.04,540.08,539.85,539.97,22678,12245779.83
1718972100,539.97,540.11,539.85,540.00,20224,10920606.08
1718973000,540.00,540.12,539.89,540.00,8690,4692621.72
1718973900,540.00,540.06,539.92,540.02,13345,7206300.00
1718974800,540.02,540.12,539.98,540.03,34508,18635614.05
1718975700,540.03,540.06,539.87,539.99,10037,5419854.54
1718976600,539.99,540.05,539.89,540.01,11424,6168788.64
1718977500,540.01,540.13,539.93,539.97,17679,9546836.79
1718978400,539.97,540.11,539.91,540.03,31896,17223999.48
1718979300,540.03,540.12,539.97,540.03,30644,16548909.15
1718980200,540.03,540.09,539.90,540.00,21062,11373585.31
1718981100,540.00,540.12,539.93,540.00,28212,15234832.65
1718982000,540.00,540.07,539.95,540.00,24363,13156141.82
1718982900,540.00,540.09,539.89,539.98,30452,16443775.48
1718983800,539.98,540.11,539.93,540.01,21135,11413058.51
1718984700,540.01,540.07,539.95,540.01,19799,10691657.99
