time,open,high,low,close,volume,turnover
1718962200,540.00,540.07,539.91,540.01,18920,10216752.70
1718963100,540.01,540.59,539.90,540.47,13451,7266801.87
1718964000,540.47,541.10,540.40,541.05,12833,6939508.92
1718964900,541.05,541.48,540.97,541.43,30934,16742486.15
1718965800,541.43,542.04,541.40,541.94,39356,21319243.59
1718966700,541.94,542.59,541.90,542.50,8909,4830749.34
1718967600,542.50,542.96,542.44,542.92,24061,13058025.01
1718968500,542.92,543.55,542.82,543.43,28381,15415991.58
1718969400,543.43,543.94,543.35,543.87,19365,10527733.84
1718970300,543.87,544.38,543.81,544.29,11072,6024136.80
1718971200,544.29,545.00,544.18,544.90,37220,20269732.85
1718972100,544.90,545.45,544.84,545.37,38228,20839611.92
1718973000,545.37,545.98,545.26,545.87,36606,19972965.72
1718973900,545.87,546.40,545.76,546.36,26281,14351988.40
1718974800,546.36,546.86,546.30,546.79,8712,4761783.18
1718975700,546.79,547.42,546.69,547.35,20415,11168280.94
1718976600,547.35,547.85,547.24,547.75,17678,9679544.71
1718977500,547.75,548.33,547.65,548.26,12401,6795717.00
1718978400,548.26,548.83,548.16,548.78,9635,5284869.76
1718979300,548.78,549.36,548.75,549.28,39303,21579017.38
1718980200,549.28,549.72,549.17,549.68,26170,14379433.62
1718981100,549.68,550.25,549.59,550.17,19807,10892314.96
1718982000,550.17,550.86,550.06,550.81,31891,17555198.22
1718982900,550.81,551.18,550.69,551.15,29442,16221290.71
1718983800,551.15,551.86,551.09,551.79,29736,16398586.26
1718984700,551.79,552.21,551.73,552.11,29836,16468278.56
