time,open,high,low,close,volume,turnover
1718962200,540.00,540.04,539.93,540.00,35573,19209153.20
1718963100,540.00,540.90,539.97,540.86,20661,11165875.88
1718964000,540.86,541.69,540.82,541.65,21953,11882171.02
1718964900,541.65,542.75,541.56,542.66,36350,19707334.25
1718965800,542.66,543.53,542.57,543.46,17938,9741320.59
1718966700,543.46,544.44,543.42,544.33,31009,16866182.71
1718967600,544.33,545.37,544.24,545.28,16073,8756650.77
1718968500,545.28,546.19,545.18,546.08,13656,7451840.22
1718969400,546.08,547.00,546.03,546.91,12432,6794150.16
1718970300,546.91,547.83,546.84,547.76,17804,9744752.34
1718971200,547.76,548.71,547.66,548.67,20833,11420650.60
1718972100,548.67,549.61,548.61,549.52,35905,19715525.26
1718973000,549.52,550.48,549.40,550.38,15257,8390510.87
1718973900,550.38,551.35,550.33,551.26,38823,21384873.09
1718974800,551.26,552.16,551.17,552.08,34910,19258712.43
1718975700,552.08,553.05,552.01,552.98,17621,9736131.13
1718976600,552.98,553.87,552.88,553.81,23461,12982965.48
1718977500,553.81,554.81,553.77,554.72,18402,10199814.55
1718978400,554.72,555.61,554.68,555.50,26574,14751958.18
1718979300,555.50,556.50,555.42,556.41,12590,6999504.92
1718980200,556.41,557.40,556.35,557.30,9306,5182185.69
1718981100,557.30,558.17,557.21,558.07,16946,9450572.38
1718982000,558.07,559.09,557.96,559.05,36088,20156681.74
1718982900,559.05,559.88,558.99,559.77,32668,18275214.23
1718983800,559.77,560.89,559.69,560.83,13646,7645785.57
1718984700,560.83,561.67,560.78,561.56,39238,22020757.98
