time,open,high,low,close,volume,turnover
1718962200,540.00,540.12,539.89,540.02,21632,11681442.24
1718963100,540.02,540.12,538.46,538.50,14386,7758010.15
1718964000,538.50,538.56,536.76,536.88,13493,7254848.77
1718964900,536.88,536.91,535.45,535.51,16839,9028861.31
1718965800,535.51,535.54,533.87,533.92,33692,18015449.32
1718966700,533.92,533.99,532.39,532.42,21733,11587600.94
1718967600,532.42,532.48,530.94,531.00,27851,14808655.21
1718968500,531.00,531.06,529.30,529.36,14991,7947928.38
1718969400,529.36,529.47,527.78,527.86,25175,13307945.56
1718970300,527.86,527.92,526.32,526.37,16740,8823946.95
1718971200,526.37,526.47,524.85,524.95,17869,9393018.54
1718972100,524.95,525.04,523.36,523.42,38457,20158870.97
1718973000,523.42,523.46,521.91,521.96,26105,13644757.19
1718973900,521.96,524.30,521.90,524.22,20374,10657537.53
1718974800,524.22,526.67,524.11,526.62,19289,10134537.04
1718975700,526.62,529.00,526.51,528.89,10384,5480207.92
1718976600,528.89,531.34,528.83,531.25,25669,13606559.35
1718977500,531.25,533.67,531.22,533.59,30578,16280720.98
1718978400,533.59,536.08,533.52,535.98,20002,10696919.59
1718979300,535.98,538.41,535.94,538.29,17286,9285261.33
1718980200,538.29,540.70,538.24,540.63,37639,20304923.14
1718981100,540.63,543.04,540.59,542.99,20366,11034553.38
1718982000,542.99,545.45,542.90,545.42,16673,9073279.87
1718982900,545.42,547.81,545.37,547.70,26348,14401158.10
1718983800,547.70,550.10,547.61,550.03,11747,6447458.42
1718984700,550.03,552.45,549.96,552.37,22031,12143542.28
