time,open,high,low,close,volume,turnover
1718962200,548.64,548.73,548.50,548.62,15237,8359361.03
1718963100,548.62,548.71,548.34,548.45,13027,7145700.31
1718964000,548.45,548.52,548.14,548.23,17116,9385301.86
1718964900,548.23,548.35,547.91,547.95,16273,8919394.03
1718965800,547.95,548.03,547.69,547.80,31238,17114284.97
1718966700,547.80,547.86,547.43,547.51,38533,21102597.45
1718967600,547.51,547.55,547.29,547.33,26301,14397693.42
1718968500,547.33,547.40,547.05,547.14,24515,13415343.45
1718969400,547.14,547.22,546.77,546.85,12849,7028338.75
1718970300,546.85,546.88,546.56,546.65,12599,6888314.27
1718971200,546.65,546.75,546.45,546.53,34626,18926398.47
1718972100,546.53,546.63,546.10,546.16,9803,5355918.06
1718973000,546.16,546.25,545.87,545.99,29529,16124827.21
1718973900,545.99,546.05,545.70,545.75,34110,18619710.97
1718974800,545.75,545.86,545.60,545.63,10274,5606624.54
1718975700,545.63,545.67,545.29,545.38,27636,15075230.73
1718976600,545.38,545.43,545.14,545.20,36516,19911718.35
1718977500,545.20,545.25,544.72,544.83,13670,7450150.00
1718978400,544.83,544.93,544.64,544.73,25366,13818952.90
1718979300,544.73,544.77,544.35,544.45,30243,16469581.73
1718980200,544.45,544.53,544.20,544.25,21886,11913808.25
1718981100,544.25,544.33,543.89,543.99,29304,15944745.96
1718982000,543.99,544.08,543.77,543.80,13345,7258478.95
1718982900,543.80,543.87,543.55,543.64,37984,20652470.56
1718983800,543.64,543.73,543.23,543.34,14944,8121839.84
1718984700,543.34,543.45,543.13,543.20,21046,11433870.88
