time,open,high,low,close,volume,turnover
1718962200,540.00,540.09,539.94,540.00,39526,21344336.45
1718963100,540.00,540.92,539.93,540.86,35262,19056554.50
1718964000,540.86,541.77,540.75,541.65,19997,10823526.23
1718964900,541.65,542.65,541.57,542.61,33447,18132287.64
1718965800,542.61,543.45,542.50,543.42,24583,13348446.09
1718966700,543.42,544.40,543.32,544.33,38302,20831212.98
1718967600,544.33,545.27,544.22,545.18,22196,12091271.00
1718968500,545.18,546.16,545.10,546.07,16721,9123437.43
1718969400,546.07,546.85,546.01,546.81,17901,9781732.93
1718970300,546.81,547.93,546.70,547.86,12098,6621537.85
1718971200,547.86,548.70,547.80,548.59,29686,16274978.42
1718972100,548.59,549.64,548.49,549.55,38244,20998537.47
1718973000,549.55,550.51,549.49,550.43,16649,9156866.76
1718973900,550.43,551.32,550.32,551.26,36136,19904883.22
1718974800,551.26,552.06,551.22,551.95,18791,10365538.40
1718975700,551.95,553.06,551.86,553.02,10448,5772232.68
1718976600,553.02,553.83,552.98,553.79,9100,5035985.50
1718977500,553.79,554.75,553.72,554.69,33470,18550329.12
1718978400,554.69,555.60,554.60,555.56,39413,21878648.96
1718979300,555.56,556.54,555.51,556.48,22402,12456016.04
1718980200,556.48,557.31,556.38,557.25,31913,17770913.62
1718981100,557.25,558.28,557.17,558.19,10341,5767408.37
1718982000,558.19,559.14,558.13,559.08,21821,12189974.33
1718982900,559.08,559.95,559.01,559.91,37934,21223598.83
1718983800,559.91,560.81,559.86,560.71,15369,8611596.50
1718984700,560.71,561.75,560.62,561.65,39255,22029219.04
