time,open,high,low,close,volume,turnover
1718962200,540.00,541.66,539.97,541.58,37668,20370948.57
1718963100,541.58,541.70,541.02,541.08,35051,18974683.60
1718964000,541.08,541.15,539.72,539.75,35798,19346134.15
1718964900,539.75,539.86,538.45,538.57,10909,5881669.17
1718965800,538.57,538.66,538.49,538.55,29919,16113401.03
1718966700,538.55,539.67,538.47,539.60,35491,19132222.10
1718967600,539.60,541.05,539.55,540.93,28048,15153843.56
1718968500,540.93,541.67,540.83,541.56,29761,16108066.85
1718969400,541.56,541.64,541.03,541.07,14282,7731203.65
1718970300,541.07,541.11,539.66,539.72,18974,10253359.86
1718971200,539.72,539.77,538.50,538.61,27216,14673506.40
1718972100,538.61,538.68,538.45,538.56,22683,12216496.73
1718973000,538.56,539.67,538.44,539.59,30175,16266286.38
1718973900,539.59,541.06,539.52,540.95,30544,16502312.32
1718974800,540.95,541.62,540.90,541.56,31131,16849887.23
1718975700,541.56,541.59,540.99,541.05,15042,8142197.00
1718976600,541.05,541.09,539.65,539.69,38707,20916101.59
1718977500,539.69,539.78,538.49,538.58,23360,12594193.60
1718978400,538.58,538.70,538.44,538.54,21332,11488668.58
1718979300,538.54,539.65,538.49,539.61,13122,7073709.34
1718980200,539.61,541.03,539.51,540.97,10974,5929032.72
1718981100,540.97,541.68,540.89,541.59,31317,16951344.05
1718982000,541.59,541.69,540.98,541.03,32566,17628708.54
1718982900,541.03,541.06,539.58,539.67,20616,11139546.36
1718983800,539.67,539.73,538.49,538.56,38938,20991962.52
1718984700,538.56,538.63,538.52,538.59,36635,19730695.12
