time,open,high,low,close,volume,turnover
1718962200,533.52,533.57,533.39,533.46,29506,15741008.41
1718963100,533.46,533.78,533.40,533.69,31855,16997270.54
1718964000,533.69,533.79,533.64,533.76,28350,15130962.00
1718964900,533.76,533.87,533.71,533.83,38021,20295324.64
1718965800,533.83,534.07,533.76,534.00,25021,13359087.21
1718966700,534.00,534.11,533.92,534.07,11454,6116722.35
1718967600,534.07,534.32,533.99,534.21,21152,11298287.92
1718968500,534.21,534.27,534.07,534.18,10938,5842888.18
1718969400,534.18,534.42,534.14,534.35,34783,18583600.37
1718970300,534.35,534.53,534.31,534.42,33889,18110366.32
1718971200,534.42,534.75,534.33,534.64,11906,6364173.71
1718972100,534.64,534.81,534.60,534.76,25891,13843982.43
1718973000,534.76,534.85,534.65,534.74,12580,6727155.00
1718973900,534.74,534.99,534.66,534.93,16093,8607019.19
1718974800,534.93,535.02,534.83,534.98,12249,6552480.06
1718975700,534.98,535.20,534.89,535.13,15753,8428642.65
1718976600,535.13,535.39,535.08,535.30,33283,17813893.67
1718977500,535.30,535.48,535.26,535.37,21925,11737603.56
1718978400,535.37,535.62,535.33,535.55,36943,19781775.85
1718979300,535.55,535.65,535.50,535.56,39077,20928273.50
1718980200,535.56,535.81,535.45,535.73,21974,11770098.43
1718981100,535.73,535.77,535.66,535.73,17227,9228891.51
1718982000,535.73,536.03,535.70,535.97,24737,13255506.98
1718982900,535.97,536.08,535.89,535.99,14284,7655974.03
1718983800,535.99,536.10,535.91,536.06,23790,12751796.85
1718984700,536.06,536.27,536.01,536.19,28270,15156465.77
