time,open,high,low,close,volume,turnover
1718962200,540.00,540.03,539.89,540.00,14655,7913406.90
1718963100,540.00,540.86,539.95,540.83,32142,17369858.22
1718964000,540.83,541.81,540.77,541.70,31818,17222367.49
1718964900,541.70,542.63,541.58,542.59,33557,18192088.62
1718965800,542.59,543.46,542.49,543.42,18116,9836806.84
1718966700,543.42,544.47,543.32,544.37,15687,8532080.87
1718967600,544.37,545.23,544.30,545.12,28153,15336487.52
1718968500,545.12,546.07,545.02,546.01,23805,12986936.78
1718969400,546.01,546.92,545.91,546.83,34012,18584752.01
1718970300,546.83,547.90,546.78,547.79,14830,8116829.75
1718971200,547.79,548.80,547.76,548.69,34894,19130984.44
1718972100,548.69,549.56,548.61,549.47,18582,10203051.01
1718973000,549.47,550.46,549.39,550.42,19441,10691286.34
1718973900,550.42,551.37,550.33,551.30,33545,18478430.98
1718974800,551.30,552.11,551.21,552.05,9955,5491849.96
1718975700,552.05,553.06,552.02,553.00,15654,8649343.76
1718976600,553.00,553.86,552.94,553.82,9482,5247386.21
1718977500,553.82,554.71,553.75,554.60,36133,20025631.26
1718978400,554.60,555.64,554.52,555.53,36122,20050328.84
1718979300,555.53,556.52,555.43,556.41,17809,9901314.25
1718980200,556.41,557.36,556.38,557.26,8552,4762202.58
1718981100,557.26,558.28,557.20,558.18,28353,15813318.69
1718982000,558.18,559.09,558.11,559.00,36944,20636733.68
1718982900,559.00,559.93,558.97,559.89,21758,12172458.71
1718983800,559.89,560.80,559.79,560.74,22538,12628154.09
1718984700,560.74,561.71,560.63,561.66,37808,21217282.48
