time,open,high,low,close,volume,turnover
1718962200,540.00,540.06,539.85,539.97,30556,16499323.32
1718963100,539.97,540.02,538.43,538.47,18937,10211256.48
1718964000,538.47,538.59,536.88,536.99,38135,20506428.89
1718964900,536.99,537.04,535.42,535.52,13302,7133097.73
1718965800,535.52,535.60,533.88,533.94,24920,13325596.20
1718966700,533.94,534.01,532.31,532.39,16883,9001382.49
1718967600,532.39,532.47,530.84,530.89,22476,11949309.21
1718968500,530.89,530.96,529.45,529.49,21176,11227462.26
1718969400,529.49,529.57,527.77,527.89,33768,17852466.24
1718970300,527.89,527.94,526.39,526.47,21358,11259350.25
1718971200,526.47,526.57,524.74,524.84,18265,9601088.57
1718972100,524.84,524.93,523.28,523.39,30130,15791434.30
1718973000,523.39,523.47,521.79,521.85,34841,18208777.62
1718973900,521.85,524.28,521.80,524.19,18573,9714236.19
1718974800,524.19,526.60,524.10,526.49,29157,15317484.17
1718975700,526.49,528.90,526.42,528.87,20762,10955484.54
1718976600,528.87,531.32,528.77,531.22,34494,18283372.23
1718977500,531.22,533.75,531.18,533.64,14151,7534664.57
1718978400,533.64,536.11,533.56,536.02,15103,8077575.25
1718979300,536.02,538.38,535.96,538.28,12846,6900357.36
1718980200,538.28,540.56,538.24,540.52,38890,20977266.00
1718981100,540.52,542.95,540.48,542.90,20938,11342376.32
1718982000,542.90,545.39,542.83,545.35,33142,18033142.18
1718982900,545.35,547.82,545.31,547.72,11937,6524167.35
1718983800,547.72,550.09,547.62,549.98,15545,8531912.11
1718984700,549.98,552.65,549.89,552.53,32711,18032347.64
