time,open,high,low,close,volume,turnover
1718962200,540.00,540.14,539.96,540.06,34681,18729127.24
1718963100,540.06,541.63,540.00,541.54,10550,5705519.12
1718964000,541.54,543.16,541.42,543.07,33401,18113278.80
1718964900,543.07,544.66,543.01,544.59,33546,18243405.04
1718965800,544.59,546.10,544.52,546.03,11325,6175635.75
1718966700,546.03,547.68,545.99,547.61,17153,9379732.11
1718967600,547.61,549.17,547.53,549.06,32659,17908317.71
1718968500,549.06,550.73,549.00,550.62,15520,8533710.80
1718969400,550.62,552.14,550.57,552.04,36443,20092574.73
1718970300,552.04,553.67,551.94,553.63,37043,20478111.26
1718971200,553.63,555.19,553.52,555.16,39458,21874528.75
1718972100,555.16,556.73,555.05,556.69,24391,13559139.83
1718973000,556.69,558.24,556.63,558.12,30712,17119483.04
1718973900,558.12,558.20,555.49,555.60,14827,8256452.02
1718974800,555.60,555.69,553.06,553.13,36055,19987810.35
1718975700,553.13,553.19,550.55,550.60,18743,10343652.55
1718976600,550.60,550.67,547.95,548.01,13650,7498047.38
1718977500,548.01,548.08,545.49,545.59,26245,14350569.16
1718978400,545.59,545.68,542.95,543.07,23458,12768717.21
1718979300,543.07,543.11,540.45,540.56,12452,6746462.47
1718980200,540.56,540.66,537.89,538.01,31758,17126454.24
1718981100,538.01,538.07,535.45,535.49,22639,12151596.45
1718982000,535.49,535.52,532.96,533.05,25072,13394841.36
1718982900,533.05,533.08,530.56,530.60,10422,5542654.09
1718983800,530.60,530.67,527.86,527.95,32782,17350529.14
1718984700,527.95,528.00,525.37,525.44,37709,19860953.21
